model,8-layer-model,data augumentation,yes,learning rate,exponent,weight decay,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_losses,3.923011819,3.646527188,3.536143005,3.457439991,3.388500549,3.332787047,3.304335614,3.281384234,3.236382817,3.192518609,3.159416312,3.141944668,3.119151053,3.088883594,3.058066544,3.04554011,3.000985062,3.009403096,2.979853473,2.951170461,2.94332686,2.927387221,2.926445799,2.893002645,2.86675357,2.867228669,2.835916546,2.833820421,2.816228333,2.791039565,2.779238494,2.777519367,2.762589248,2.741283941,2.726435598,2.73412748,2.736518498,2.673271573,2.696849788,2.691794828,2.679376871,2.635972273,2.647236019,2.629271589,2.653414948,2.630760106,2.579498053,2.611307358,2.591030215,2.558575153,2.558882691,2.550762422,2.551170958,2.509502145,2.525919421,2.507099589,2.485233273,2.48716081,2.483791549,2.48211061,2.45984623,2.445663002,2.402110897,2.437417125,2.422335039,2.423607087,2.392231311,2.391989454,2.374801803,2.370741712,2.343510068,2.377487894,2.327822051,2.335508659,2.34282705,2.303187745,2.342647897,2.311177963,2.317516608,2.31553935,2.294904987,2.293826663,2.265725156,2.2526669,2.221183406,2.231670444,2.245646294,2.202951876,2.214227385,2.216190691,2.224584715,2.200605898,2.211494125,2.193841399,2.193665713,2.197597058,2.164799753,2.157708995,2.151821428,2.124057294,2.131789645,2.119565932,2.129440744,2.107505059,2.087168206,2.113963514,2.080149697,2.089411288,2.125334461,2.075344782,2.093162355,2.075177797,2.049542268,2.069247755,2.071239835,2.044731239,2.06559201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
val_losses,3.710329706,3.606010554,3.52652269,3.539363384,3.491970122,3.692708779,3.445379185,3.581952415,3.468679827,3.377482477,3.428654221,3.333422771,3.114996487,3.487824417,3.215604519,3.152880126,3.204503173,3.166434152,3.019206686,3.210608134,3.225685971,2.914009895,3.299157396,3.025521044,3.078434866,3.270665192,2.869085718,3.313054914,3.244784357,2.893050428,2.979097014,2.879755087,3.535405905,3.033292299,3.141765957,2.999463837,2.957298704,3.56649712,2.883780207,3.18000515,2.948155727,2.88528712,2.880324663,2.814405794,2.81784158,3.227823734,2.7222467,2.968751049,2.726082654,2.938282561,2.874522642,3.03654782,3.016158156,2.859300682,2.856443508,2.892973912,2.758922485,2.892625057,2.766367343,2.913878835,2.82986222,2.870748461,2.832557058,2.740163475,2.791907566,2.981718729,2.805435044,2.844248337,2.828723709,3.09167614,2.795500173,2.773402494,2.787438915,2.701371829,2.706859973,2.804082087,2.986893389,2.820971212,2.858577887,2.68941156,2.723048355,2.754533831,2.818578829,2.793623982,2.823936039,2.78605066,2.659239889,3.076838422,2.868828018,2.687759291,2.782124956,2.772866341,2.88914881,2.906736219,3.11207029,2.765135003,2.689291842,2.859909614,2.847685865,2.745244921,2.949227783,2.774109355,2.71314007,2.810914431,2.909910728,2.691841595,2.789916435,2.826523948,2.770785009,2.88755153,3.063591851,2.710102504,2.905653918,2.735436408,2.767843099,2.885061779,3.056688591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_accs,0.033793605,0.059411337,0.075036337,0.089389535,0.111555233,0.115007267,0.122093023,0.132449128,0.135174419,0.151707849,0.153888081,0.162972384,0.164425872,0.170784884,0.175327035,0.167877907,0.194585756,0.187863372,0.1953125,0.20130814,0.200399709,0.202398256,0.198946221,0.213844477,0.21275436,0.217114826,0.22474564,0.230922965,0.227289244,0.23619186,0.244367733,0.238735465,0.239643895,0.243277616,0.241460756,0.248001453,0.244186047,0.263263081,0.255268895,0.260174419,0.265261628,0.276344477,0.266896802,0.277979651,0.270893895,0.276526163,0.281795058,0.275436047,0.277071221,0.293241279,0.293968023,0.298146802,0.303415698,0.301598837,0.296511628,0.301417151,0.310319767,0.308321221,0.3125,0.307412791,0.303960756,0.311773256,0.334665698,0.315225291,0.318313953,0.324309593,0.332848837,0.329578488,0.32903343,0.332667151,0.348655523,0.333938953,0.343023256,0.341751453,0.348655523,0.352107558,0.341751453,0.349200581,0.349200581,0.355196221,0.354832849,0.357194767,0.353924419,0.360646802,0.370639535,0.376271802,0.36809593,0.377906977,0.373364826,0.38099564,0.370821221,0.384265988,0.382449128,0.381177326,0.377180233,0.37590843,0.386627907,0.38880814,0.390079942,0.395893895,0.389171512,0.391351744,0.392986919,0.398982558,0.401889535,0.397347384,0.402979651,0.407521802,0.390443314,0.410792151,0.409156977,0.414789244,0.42278343,0.409520349,0.403343023,0.422965116,0.417151163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
val_accs,0.075,0.073073073,0.074824825,0.07975,0.082582583,0.077577578,0.09009009,0.07625,0.090840841,0.123623624,0.11625,0.107607608,0.168168168,0.103353353,0.1545,0.168918919,0.158908909,0.157907908,0.20025,0.154154154,0.155155155,0.223,0.160910911,0.202952953,0.184934935,0.1635,0.228728729,0.145145145,0.16725,0.226726727,0.215965966,0.229229229,0.13125,0.2002002,0.178678679,0.213463463,0.23125,0.131131131,0.234984985,0.18125,0.21971972,0.226976977,0.238738739,0.253,0.251001001,0.181181181,0.266,0.232982983,0.263013013,0.248248248,0.2435,0.206956957,0.212212212,0.2494995,0.23725,0.245495496,0.272022022,0.23475,0.279529529,0.242242242,0.261261261,0.2495,0.256506507,0.286286286,0.27175,0.243993994,0.261261261,0.256256256,0.2675,0.223473473,0.275525526,0.272772773,0.277,0.296046046,0.284534535,0.27375,0.240740741,0.264514514,0.263513514,0.30375,0.277777778,0.271521522,0.278,0.276776777,0.265765766,0.282032032,0.3065,0.244994995,0.266766767,0.291041041,0.28625,0.287787788,0.273773774,0.2645,0.249249249,0.285535536,0.303303303,0.27025,0.262012012,0.296046046,0.2635,0.284034034,0.290790791,0.276776777,0.2675,0.291541542,0.285035035,0.287287287,0.2835,0.275025025,0.246496496,0.301,0.274024024,0.286286286,0.291541542,0.26925,0.246496497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lr,0.01,0.00985112,0.009704456,0.009559975,0.009417646,0.009277435,0.009139312,0.009003245,0.008869205,0.008737159,0.00860708,0.008478937,0.008352703,0.008228347,0.008105842,0.007985163,0.007866278,0.007749165,0.007633795,0.007520143,0.007408182,0.007297889,0.007189238,0.007082203,0.006976763,0.006872893,0.006770569,0.006669768,0.006570468,0.006472647,0.006376281,0.006281351,0.006187834,0.006095709,0.006004956,0.005915554,0.005827482,0.005740723,0.005655254,0.005571059,0.005488116,0.005406409,0.005325918,0.005246625,0.005168513,0.005091564,0.005015761,0.004941086,0.004867523,0.004795054,0.004723665,0.004653339,0.00458406,0.004515812,0.004448581,0.00438235,0.004317105,0.004252832,0.004189516,0.004127142,0.004065697,0.004005166,0.003945537,0.003886796,0.003828929,0.003771924,0.003715767,0.003660446,0.00360595,0.003552264,0.003499378,0.003447279,0.003395955,0.003345396,0.00329559,0.003246525,0.00319819,0.003150575,0.00310367,0.003057462,0.003011942,0.0029671,0.002922926,0.002879409,0.00283654,0.00279431,0.002752708,0.002711725,0.002671353,0.002631582,0.002592403,0.002553807,0.002515786,0.00247833,0.002441433,0.002405085,0.002369278,0.002334004,0.002299255,0.002265023,0.002231302,0.002198082,0.002165357,0.002133119,0.002101361,0.002070076,0.002039256,0.002008896,0.001978987,0.001949524,0.001920499,0.001891907,0.00186374,0.001835992,0.001808658,0.001781731,0.001755204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
